MLP block pruning ENABLED (heads + whole MLP blocks).
Initializing Prunable Llama...
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 3330.13it/s]
Llama model successfully adapted for pruning with block-level gates.
Initializing Baseline Llama (for KL divergence)...
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 3101.35it/s]
[transformers] `use_return_dict` is deprecated! Use `return_dict` instead!

--- TRAINING MASKS ON FRUITS_1 (500 samples) ---
Epoch 1/600 | KL Loss: 0.5348 | Sparsity Loss: 0.0774
Epoch 66/600 | KL Loss: 0.7887 | Sparsity Loss: 1.9159
Epoch 67/600 | KL Loss: 0.7177 | Sparsity Loss: 1.9101
Epoch 68/600 | KL Loss: 0.7468 | Sparsity Loss: 1.9056
Epoch 69/600 | KL Loss: 0.7287 | Sparsity Loss: 1.8986
Epoch 70/600 | KL Loss: 0.8358 | Sparsity Loss: 1.8967
Epoch 71/600 | KL Loss: 0.7345 | Sparsity Loss: 1.8949
Epoch 72/600 | KL Loss: 0.7221 | Sparsity Loss: 1.8888
Epoch 73/600 | KL Loss: 0.6954 | Sparsity Loss: 1.8863
Epoch 74/600 | KL Loss: 0.7122 | Sparsity Loss: 1.8838
Epoch 75/600 | KL Loss: 0.7192 | Sparsity Loss: 1.8785
Epoch 76/600 | KL Loss: 0.7899 | Sparsity Loss: 1.8479
Epoch 77/600 | KL Loss: 0.7502 | Sparsity Loss: 1.7925
Epoch 78/600 | KL Loss: 0.7914 | Sparsity Loss: 1.7845
Epoch 79/600 | KL Loss: 0.8375 | Sparsity Loss: 1.7836
Epoch 80/600 | KL Loss: 0.7751 | Sparsity Loss: 1.7824
Epoch 81/600 | KL Loss: 0.7360 | Sparsity Loss: 1.7825
Epoch 82/600 | KL Loss: 0.7566 | Sparsity Loss: 1.7808
Epoch 83/600 | KL Loss: 0.7034 | Sparsity Loss: 1.7762
Epoch 84/600 | KL Loss: 0.7394 | Sparsity Loss: 1.7763
Epoch 85/600 | KL Loss: 0.7568 | Sparsity Loss: 1.7777
Epoch 86/600 | KL Loss: 0.7184 | Sparsity Loss: 1.7788
Epoch 87/600 | KL Loss: 0.8369 | Sparsity Loss: 1.7779
Epoch 88/600 | KL Loss: 0.7159 | Sparsity Loss: 1.7769
Epoch 89/600 | KL Loss: 0.7347 | Sparsity Loss: 1.7776
Epoch 90/600 | KL Loss: 0.7873 | Sparsity Loss: 1.7760
Epoch 91/600 | KL Loss: 0.7385 | Sparsity Loss: 1.7780
Epoch 92/600 | KL Loss: 0.7678 | Sparsity Loss: 1.7822
Epoch 93/600 | KL Loss: 0.7227 | Sparsity Loss: 1.7836
Epoch 94/600 | KL Loss: 0.7147 | Sparsity Loss: 1.7877
Epoch 95/600 | KL Loss: 0.6720 | Sparsity Loss: 1.7911
Epoch 96/600 | KL Loss: 0.6579 | Sparsity Loss: 1.8079
Epoch 97/600 | KL Loss: 0.6638 | Sparsity Loss: 1.8208
Epoch 98/600 | KL Loss: 0.6199 | Sparsity Loss: 1.8243
Epoch 99/600 | KL Loss: 0.6315 | Sparsity Loss: 1.8364
Epoch 100/600 | KL Loss: 0.6618 | Sparsity Loss: 1.8560
Epoch 101/600 | KL Loss: 0.5923 | Sparsity Loss: 1.8571
Epoch 102/600 | KL Loss: 0.6054 | Sparsity Loss: 1.8573
Epoch 103/600 | KL Loss: 0.5580 | Sparsity Loss: 1.8578
Epoch 104/600 | KL Loss: 0.5277 | Sparsity Loss: 1.8589
Epoch 105/600 | KL Loss: 0.5249 | Sparsity Loss: 1.8598
Epoch 106/600 | KL Loss: 0.5217 | Sparsity Loss: 1.8581
Epoch 107/600 | KL Loss: 0.4173 | Sparsity Loss: 1.8545
Epoch 108/600 | KL Loss: 0.5140 | Sparsity Loss: 1.8526
Epoch 109/600 | KL Loss: 0.4673 | Sparsity Loss: 1.8518
Epoch 110/600 | KL Loss: 0.5222 | Sparsity Loss: 1.8510
Epoch 111/600 | KL Loss: 0.5089 | Sparsity Loss: 1.8499
Epoch 112/600 | KL Loss: 0.5843 | Sparsity Loss: 1.8489
Epoch 113/600 | KL Loss: 0.4744 | Sparsity Loss: 1.8487
Epoch 114/600 | KL Loss: 0.5186 | Sparsity Loss: 1.8447
Epoch 115/600 | KL Loss: 0.6604 | Sparsity Loss: 1.8277
Epoch 116/600 | KL Loss: 0.6917 | Sparsity Loss: 1.8181
Epoch 117/600 | KL Loss: 0.6866 | Sparsity Loss: 1.8088
Epoch 118/600 | KL Loss: 0.7557 | Sparsity Loss: 1.7939
Epoch 119/600 | KL Loss: 0.7518 | Sparsity Loss: 1.7941
Epoch 120/600 | KL Loss: 0.7387 | Sparsity Loss: 1.7817
Epoch 121/600 | KL Loss: 0.7169 | Sparsity Loss: 1.7824
Epoch 122/600 | KL Loss: 0.7228 | Sparsity Loss: 1.7818
Epoch 123/600 | KL Loss: 0.7512 | Sparsity Loss: 1.7778
Epoch 124/600 | KL Loss: 0.8076 | Sparsity Loss: 1.7744
Epoch 125/600 | KL Loss: 0.7452 | Sparsity Loss: 1.7688
Epoch 126/600 | KL Loss: 0.6938 | Sparsity Loss: 1.7713
Epoch 127/600 | KL Loss: 0.7197 | Sparsity Loss: 1.7800
Epoch 128/600 | KL Loss: 0.6925 | Sparsity Loss: 1.7716
Epoch 129/600 | KL Loss: 0.7221 | Sparsity Loss: 1.7690
Epoch 130/600 | KL Loss: 0.7465 | Sparsity Loss: 1.7659
Epoch 131/600 | KL Loss: 0.7182 | Sparsity Loss: 1.7707
Epoch 132/600 | KL Loss: 0.7664 | Sparsity Loss: 1.7771
Epoch 133/600 | KL Loss: 0.7878 | Sparsity Loss: 1.8030
Epoch 134/600 | KL Loss: 0.7219 | Sparsity Loss: 1.8090
Epoch 135/600 | KL Loss: 0.7018 | Sparsity Loss: 1.7856
Epoch 136/600 | KL Loss: 0.7437 | Sparsity Loss: 1.7831
Epoch 137/600 | KL Loss: 0.7328 | Sparsity Loss: 1.7764
Epoch 138/600 | KL Loss: 0.7691 | Sparsity Loss: 1.7694
Epoch 139/600 | KL Loss: 0.8009 | Sparsity Loss: 1.7632
Epoch 140/600 | KL Loss: 0.7138 | Sparsity Loss: 1.7610
Epoch 141/600 | KL Loss: 0.6884 | Sparsity Loss: 1.7641
Epoch 142/600 | KL Loss: 0.7101 | Sparsity Loss: 1.7642
Epoch 143/600 | KL Loss: 0.7556 | Sparsity Loss: 1.7651
Epoch 144/600 | KL Loss: 0.6861 | Sparsity Loss: 1.7657
Epoch 145/600 | KL Loss: 0.7280 | Sparsity Loss: 1.7679
Epoch 146/600 | KL Loss: 0.7370 | Sparsity Loss: 1.7699
Epoch 147/600 | KL Loss: 0.7358 | Sparsity Loss: 1.7721
Epoch 148/600 | KL Loss: 0.7481 | Sparsity Loss: 1.7691
Epoch 149/600 | KL Loss: 0.7668 | Sparsity Loss: 1.7580
Epoch 150/600 | KL Loss: 0.7555 | Sparsity Loss: 1.7581
Epoch 151/600 | KL Loss: 0.7270 | Sparsity Loss: 1.7579
Epoch 152/600 | KL Loss: 0.7107 | Sparsity Loss: 1.7578
Epoch 153/600 | KL Loss: 0.6924 | Sparsity Loss: 1.7569
Epoch 154/600 | KL Loss: 0.6815 | Sparsity Loss: 1.7563
Epoch 155/600 | KL Loss: 0.7508 | Sparsity Loss: 1.7545
Epoch 156/600 | KL Loss: 0.7040 | Sparsity Loss: 1.7571
Epoch 157/600 | KL Loss: 0.7435 | Sparsity Loss: 1.7568
Epoch 158/600 | KL Loss: 0.6789 | Sparsity Loss: 1.7565
Epoch 159/600 | KL Loss: 0.8152 | Sparsity Loss: 1.7571
Epoch 160/600 | KL Loss: 0.7073 | Sparsity Loss: 1.7580
Epoch 161/600 | KL Loss: 0.7243 | Sparsity Loss: 1.7536
Epoch 162/600 | KL Loss: 0.7267 | Sparsity Loss: 1.7540
Epoch 163/600 | KL Loss: 0.6981 | Sparsity Loss: 1.7557
Epoch 164/600 | KL Loss: 0.7000 | Sparsity Loss: 1.7539
Epoch 165/600 | KL Loss: 0.7348 | Sparsity Loss: 1.7536
Epoch 166/600 | KL Loss: 0.6808 | Sparsity Loss: 1.7574
Epoch 167/600 | KL Loss: 0.7102 | Sparsity Loss: 1.7580
Epoch 168/600 | KL Loss: 0.7647 | Sparsity Loss: 1.7567
Epoch 169/600 | KL Loss: 0.6742 | Sparsity Loss: 1.7537
Epoch 170/600 | KL Loss: 0.7806 | Sparsity Loss: 1.7512
Epoch 171/600 | KL Loss: 0.6877 | Sparsity Loss: 1.7513
Epoch 172/600 | KL Loss: 0.7272 | Sparsity Loss: 1.7549
Epoch 173/600 | KL Loss: 0.6893 | Sparsity Loss: 1.7557
Epoch 174/600 | KL Loss: 0.6995 | Sparsity Loss: 1.7536
Epoch 175/600 | KL Loss: 0.6727 | Sparsity Loss: 1.7522
Epoch 176/600 | KL Loss: 0.6799 | Sparsity Loss: 1.7497
Epoch 177/600 | KL Loss: 0.7130 | Sparsity Loss: 1.7481
Epoch 178/600 | KL Loss: 0.7025 | Sparsity Loss: 1.7467
Epoch 179/600 | KL Loss: 0.6980 | Sparsity Loss: 1.7454
Epoch 180/600 | KL Loss: 0.7750 | Sparsity Loss: 1.7493
Epoch 181/600 | KL Loss: 0.6877 | Sparsity Loss: 1.7539
Epoch 182/600 | KL Loss: 0.6854 | Sparsity Loss: 1.7526
Epoch 183/600 | KL Loss: 0.7398 | Sparsity Loss: 1.7507
Epoch 184/600 | KL Loss: 0.7091 | Sparsity Loss: 1.7485
Epoch 185/600 | KL Loss: 0.6895 | Sparsity Loss: 1.7474
Epoch 186/600 | KL Loss: 0.6941 | Sparsity Loss: 1.7446
Epoch 187/600 | KL Loss: 0.6752 | Sparsity Loss: 1.7448
Epoch 188/600 | KL Loss: 0.7535 | Sparsity Loss: 1.7447
Epoch 189/600 | KL Loss: 0.6731 | Sparsity Loss: 1.7463
Epoch 190/600 | KL Loss: 0.7530 | Sparsity Loss: 1.7500
Epoch 191/600 | KL Loss: 0.7408 | Sparsity Loss: 1.7578
Epoch 192/600 | KL Loss: 0.6348 | Sparsity Loss: 1.7649
Epoch 193/600 | KL Loss: 0.7880 | Sparsity Loss: 1.7562
Epoch 194/600 | KL Loss: 0.6932 | Sparsity Loss: 1.7512
Epoch 195/600 | KL Loss: 0.7073 | Sparsity Loss: 1.7494
Epoch 196/600 | KL Loss: 0.7690 | Sparsity Loss: 1.7492
Epoch 197/600 | KL Loss: 0.7181 | Sparsity Loss: 1.7486
Epoch 198/600 | KL Loss: 0.6995 | Sparsity Loss: 1.7493
Epoch 199/600 | KL Loss: 0.6849 | Sparsity Loss: 1.7471
Epoch 200/600 | KL Loss: 0.7203 | Sparsity Loss: 1.7469
Epoch 201/600 | KL Loss: 0.6892 | Sparsity Loss: 1.7462
Epoch 202/600 | KL Loss: 0.6766 | Sparsity Loss: 1.7434
Epoch 203/600 | KL Loss: 0.7248 | Sparsity Loss: 1.7385
Epoch 204/600 | KL Loss: 0.6815 | Sparsity Loss: 1.7382
Epoch 205/600 | KL Loss: 0.7012 | Sparsity Loss: 1.7381
Epoch 206/600 | KL Loss: 0.7117 | Sparsity Loss: 1.7387
Epoch 207/600 | KL Loss: 0.7267 | Sparsity Loss: 1.7395
Epoch 208/600 | KL Loss: 0.6711 | Sparsity Loss: 1.7421
Epoch 209/600 | KL Loss: 0.7024 | Sparsity Loss: 1.7417
Epoch 210/600 | KL Loss: 0.6909 | Sparsity Loss: 1.7411
Epoch 211/600 | KL Loss: 0.8206 | Sparsity Loss: 1.7426
Epoch 212/600 | KL Loss: 0.6699 | Sparsity Loss: 1.7449
Epoch 213/600 | KL Loss: 0.7107 | Sparsity Loss: 1.7443
Epoch 214/600 | KL Loss: 0.6499 | Sparsity Loss: 1.7473
Epoch 215/600 | KL Loss: 0.6675 | Sparsity Loss: 1.7460
Epoch 216/600 | KL Loss: 0.7010 | Sparsity Loss: 1.7477
Epoch 217/600 | KL Loss: 0.6418 | Sparsity Loss: 1.7471
Epoch 218/600 | KL Loss: 0.7066 | Sparsity Loss: 1.7495
Epoch 219/600 | KL Loss: 0.7263 | Sparsity Loss: 1.7472
Epoch 220/600 | KL Loss: 0.6511 | Sparsity Loss: 1.7470
Epoch 221/600 | KL Loss: 0.7286 | Sparsity Loss: 1.7533
Epoch 222/600 | KL Loss: 0.6914 | Sparsity Loss: 1.7570
Epoch 223/600 | KL Loss: 0.6669 | Sparsity Loss: 1.7536
Epoch 224/600 | KL Loss: 0.6779 | Sparsity Loss: 1.7467
Epoch 225/600 | KL Loss: 0.6758 | Sparsity Loss: 1.7438
Epoch 226/600 | KL Loss: 0.7110 | Sparsity Loss: 1.7412
Epoch 227/600 | KL Loss: 0.7030 | Sparsity Loss: 1.7429
Epoch 228/600 | KL Loss: 0.6843 | Sparsity Loss: 1.7456
Epoch 229/600 | KL Loss: 0.6722 | Sparsity Loss: 1.7469
Epoch 230/600 | KL Loss: 0.6981 | Sparsity Loss: 1.7709
Epoch 231/600 | KL Loss: 0.6425 | Sparsity Loss: 1.7786
Epoch 232/600 | KL Loss: 0.6868 | Sparsity Loss: 1.7744
Epoch 233/600 | KL Loss: 0.6616 | Sparsity Loss: 1.7677
Epoch 234/600 | KL Loss: 0.7531 | Sparsity Loss: 1.7565
Epoch 235/600 | KL Loss: 0.7225 | Sparsity Loss: 1.7517
Epoch 236/600 | KL Loss: 0.6869 | Sparsity Loss: 1.7537
Epoch 237/600 | KL Loss: 0.6715 | Sparsity Loss: 1.7517
Epoch 238/600 | KL Loss: 0.7063 | Sparsity Loss: 1.7464
Epoch 239/600 | KL Loss: 0.6824 | Sparsity Loss: 1.7440
Epoch 240/600 | KL Loss: 0.6914 | Sparsity Loss: 1.7448
Epoch 241/600 | KL Loss: 0.7644 | Sparsity Loss: 1.7466
Epoch 242/600 | KL Loss: 0.6842 | Sparsity Loss: 1.7459
Epoch 243/600 | KL Loss: 0.6971 | Sparsity Loss: 1.7514
Epoch 244/600 | KL Loss: 0.7057 | Sparsity Loss: 1.7570
Epoch 245/600 | KL Loss: 0.7044 | Sparsity Loss: 1.7467
Epoch 246/600 | KL Loss: 0.6742 | Sparsity Loss: 1.7421
Epoch 247/600 | KL Loss: 0.6579 | Sparsity Loss: 1.7384
Epoch 248/600 | KL Loss: 0.6737 | Sparsity Loss: 1.7389
Epoch 249/600 | KL Loss: 0.6990 | Sparsity Loss: 1.7397
Epoch 250/600 | KL Loss: 0.6885 | Sparsity Loss: 1.7398
Epoch 251/600 | KL Loss: 0.6652 | Sparsity Loss: 1.7422
Epoch 252/600 | KL Loss: 0.7706 | Sparsity Loss: 1.7414
Epoch 253/600 | KL Loss: 0.7110 | Sparsity Loss: 1.7390
Epoch 254/600 | KL Loss: 0.6488 | Sparsity Loss: 1.7382
Epoch 255/600 | KL Loss: 0.6731 | Sparsity Loss: 1.7379
Epoch 256/600 | KL Loss: 0.6712 | Sparsity Loss: 1.7376
Epoch 257/600 | KL Loss: 0.7386 | Sparsity Loss: 1.7386
Epoch 258/600 | KL Loss: 0.6554 | Sparsity Loss: 1.7431
Epoch 259/600 | KL Loss: 0.6722 | Sparsity Loss: 1.7426
Epoch 260/600 | KL Loss: 0.6757 | Sparsity Loss: 1.7452
Epoch 261/600 | KL Loss: 0.6879 | Sparsity Loss: 1.7553
Epoch 262/600 | KL Loss: 0.6723 | Sparsity Loss: 1.7657
Epoch 263/600 | KL Loss: 0.6385 | Sparsity Loss: 1.7545
Epoch 264/600 | KL Loss: 0.6386 | Sparsity Loss: 1.7524
Epoch 265/600 | KL Loss: 0.6419 | Sparsity Loss: 1.7534
Epoch 266/600 | KL Loss: 0.6503 | Sparsity Loss: 1.7520
Epoch 267/600 | KL Loss: 0.6855 | Sparsity Loss: 1.7569
Epoch 268/600 | KL Loss: 0.6330 | Sparsity Loss: 1.7641
Epoch 269/600 | KL Loss: 0.7591 | Sparsity Loss: 1.7650
Epoch 270/600 | KL Loss: 0.6579 | Sparsity Loss: 1.7721
Epoch 271/600 | KL Loss: 0.7171 | Sparsity Loss: 1.7698
Epoch 272/600 | KL Loss: 0.6979 | Sparsity Loss: 1.7718
Epoch 273/600 | KL Loss: 0.6291 | Sparsity Loss: 1.7784
Epoch 274/600 | KL Loss: 0.6725 | Sparsity Loss: 1.7690
Epoch 275/600 | KL Loss: 0.6614 | Sparsity Loss: 1.7629
Epoch 276/600 | KL Loss: 0.7228 | Sparsity Loss: 1.7585
Epoch 277/600 | KL Loss: 0.6793 | Sparsity Loss: 1.7589
Epoch 278/600 | KL Loss: 0.7068 | Sparsity Loss: 1.7528
Epoch 279/600 | KL Loss: 0.7736 | Sparsity Loss: 1.7457
Epoch 280/600 | KL Loss: 0.7425 | Sparsity Loss: 1.7440
Epoch 281/600 | KL Loss: 0.6815 | Sparsity Loss: 1.7440
Epoch 282/600 | KL Loss: 0.6969 | Sparsity Loss: 1.7469
Epoch 283/600 | KL Loss: 0.7466 | Sparsity Loss: 1.7495
Epoch 284/600 | KL Loss: 0.6846 | Sparsity Loss: 1.7553
Epoch 285/600 | KL Loss: 0.6791 | Sparsity Loss: 1.7576
Epoch 286/600 | KL Loss: 0.6899 | Sparsity Loss: 1.7560
Epoch 287/600 | KL Loss: 0.6772 | Sparsity Loss: 1.7555
Epoch 288/600 | KL Loss: 0.6856 | Sparsity Loss: 1.7520
Epoch 289/600 | KL Loss: 0.6773 | Sparsity Loss: 1.7463
Epoch 290/600 | KL Loss: 0.6645 | Sparsity Loss: 1.7490
Epoch 291/600 | KL Loss: 0.6947 | Sparsity Loss: 1.7509
Epoch 292/600 | KL Loss: 0.6987 | Sparsity Loss: 1.7478
Epoch 293/600 | KL Loss: 0.7351 | Sparsity Loss: 1.7449
Epoch 294/600 | KL Loss: 0.6601 | Sparsity Loss: 1.7468
Epoch 295/600 | KL Loss: 0.7113 | Sparsity Loss: 1.7518
Epoch 296/600 | KL Loss: 0.6775 | Sparsity Loss: 1.7523
Epoch 297/600 | KL Loss: 0.6526 | Sparsity Loss: 1.7503
Epoch 298/600 | KL Loss: 0.7584 | Sparsity Loss: 1.7483
Epoch 299/600 | KL Loss: 0.7122 | Sparsity Loss: 1.7483
Epoch 300/600 | KL Loss: 0.6847 | Sparsity Loss: 1.7505
Epoch 301/600 | KL Loss: 0.6696 | Sparsity Loss: 1.7467
Epoch 302/600 | KL Loss: 0.6330 | Sparsity Loss: 1.7475
Epoch 303/600 | KL Loss: 0.6723 | Sparsity Loss: 1.7479
Epoch 304/600 | KL Loss: 0.6752 | Sparsity Loss: 1.7430
Epoch 305/600 | KL Loss: 0.6654 | Sparsity Loss: 1.7415
Epoch 306/600 | KL Loss: 0.7071 | Sparsity Loss: 1.7419
Epoch 307/600 | KL Loss: 0.6521 | Sparsity Loss: 1.7445
Epoch 308/600 | KL Loss: 0.6586 | Sparsity Loss: 1.7447
Epoch 309/600 | KL Loss: 0.7522 | Sparsity Loss: 1.7453
Epoch 310/600 | KL Loss: 0.6897 | Sparsity Loss: 1.7448
Epoch 311/600 | KL Loss: 0.7003 | Sparsity Loss: 1.7445
Epoch 312/600 | KL Loss: 0.6535 | Sparsity Loss: 1.7425
Epoch 313/600 | KL Loss: 0.6450 | Sparsity Loss: 1.7418
Epoch 314/600 | KL Loss: 0.6981 | Sparsity Loss: 1.7416
Epoch 315/600 | KL Loss: 0.7091 | Sparsity Loss: 1.7417
Epoch 316/600 | KL Loss: 0.7671 | Sparsity Loss: 1.7408
Epoch 317/600 | KL Loss: 0.7072 | Sparsity Loss: 1.7403
Epoch 318/600 | KL Loss: 0.7124 | Sparsity Loss: 1.7402
Epoch 319/600 | KL Loss: 0.6633 | Sparsity Loss: 1.7401
Epoch 320/600 | KL Loss: 0.6450 | Sparsity Loss: 1.7416
Epoch 321/600 | KL Loss: 0.6568 | Sparsity Loss: 1.7417
Epoch 322/600 | KL Loss: 0.6658 | Sparsity Loss: 1.7403
Epoch 323/600 | KL Loss: 0.6895 | Sparsity Loss: 1.7394
Epoch 324/600 | KL Loss: 0.6937 | Sparsity Loss: 1.7391
Epoch 325/600 | KL Loss: 0.6565 | Sparsity Loss: 1.7390
Epoch 326/600 | KL Loss: 0.7093 | Sparsity Loss: 1.7390
Epoch 327/600 | KL Loss: 0.6738 | Sparsity Loss: 1.7401
Epoch 328/600 | KL Loss: 0.6521 | Sparsity Loss: 1.7399
Epoch 329/600 | KL Loss: 0.6393 | Sparsity Loss: 1.7391
Epoch 330/600 | KL Loss: 0.6469 | Sparsity Loss: 1.7383
Epoch 331/600 | KL Loss: 0.7606 | Sparsity Loss: 1.7380
Epoch 332/600 | KL Loss: 0.6609 | Sparsity Loss: 1.7384
Epoch 333/600 | KL Loss: 0.7057 | Sparsity Loss: 1.7381
Epoch 334/600 | KL Loss: 0.6738 | Sparsity Loss: 1.7378
Epoch 335/600 | KL Loss: 0.7116 | Sparsity Loss: 1.7381
Epoch 336/600 | KL Loss: 0.7300 | Sparsity Loss: 1.7384
Epoch 337/600 | KL Loss: 0.7081 | Sparsity Loss: 1.7383
Epoch 338/600 | KL Loss: 0.6655 | Sparsity Loss: 1.7383
Epoch 339/600 | KL Loss: 0.6416 | Sparsity Loss: 1.7383
Epoch 340/600 | KL Loss: 0.7007 | Sparsity Loss: 1.7386
Epoch 341/600 | KL Loss: 0.6769 | Sparsity Loss: 1.7383
Epoch 342/600 | KL Loss: 0.6598 | Sparsity Loss: 1.7385
Epoch 343/600 | KL Loss: 0.6815 | Sparsity Loss: 1.7385
Epoch 344/600 | KL Loss: 0.6881 | Sparsity Loss: 1.7384
Epoch 345/600 | KL Loss: 0.6709 | Sparsity Loss: 1.7387
Epoch 346/600 | KL Loss: 0.6680 | Sparsity Loss: 1.7393
Epoch 347/600 | KL Loss: 0.6558 | Sparsity Loss: 1.7392
Epoch 348/600 | KL Loss: 0.7255 | Sparsity Loss: 1.7405
Epoch 349/600 | KL Loss: 0.7323 | Sparsity Loss: 1.7447
Epoch 350/600 | KL Loss: 0.6841 | Sparsity Loss: 1.7416
Epoch 351/600 | KL Loss: 0.6556 | Sparsity Loss: 1.7394
Epoch 352/600 | KL Loss: 0.6258 | Sparsity Loss: 1.7379
